GENE_ID,GENE,number_case,number_control,case_control_ratio
ENSG00000259261,IGHV4OR15-8,8,7,0.12
ENSG00000224490,TTC21B-AS1,0,5,-5
ENSG00000223351,ZNF385D-AS2,7,5,0.29
ENSG00000249482,USP17L14P,0,5,-5
ENSG00000250231,USP17L16P,0,6,-6
ENSG00000260051,name not found,5,0,5
ENSG00000250431,name not found,7,8,-0.14
ENSG00000255533,name not found,4,0,4
ENSG00000248166,name not found,5,10,-1.0
ENSG00000250470,name not found,0,5,-5
ENSG00000255804,OR6J1,8,0,8
ENSG00000260188,name not found,14,18,-0.29
ENSG00000246090,name not found,4,8,-1.0
ENSG00000260316,name not found,8,6,0.25
ENSG00000248905,FMN1,4,0,4
ENSG00000260729,name not found,13,11,0.15
ENSG00000206053,JPT2,4,0,4
ENSG00000249141,name not found,6,13,-1.17
ENSG00000240065,PSMB9,0,5,-5
ENSG00000261115,TMEM178B,10,11,-0.1
ENSG00000226330,name not found,0,4,-4
ENSG00000224888,name not found,9,9,0.0
ENSG00000257605,MYG1-AS1,13,10,0.23
ENSG00000211893,IGHG2,8,0,8
ENSG00000250151,ARPC4-TTLL3,0,4,-4
ENSG00000226711,FAM66C,0,4,-4
ENSG00000211912,IGHD2-21,8,6,0.25
ENSG00000225285,LINC01770,4,0,4
ENSG00000250510,GPR162,11,7,0.36
ENSG00000261641,name not found,4,0,4
ENSG00000249715,FER1L5,4,0,4
ENSG00000250696,name not found,5,7,-0.4
ENSG00000252347,RNU6-1046P,9,8,0.11
ENSG00000225784,name not found,9,4,0.56
ENSG00000259145,name not found,0,4,-4
ENSG00000261915,name not found,0,4,-4
ENSG00000253291,TRBV7-7,10,12,-0.2
ENSG00000259475,name not found,4,0,4
ENSG00000263540,MIR5582,0,4,-4
ENSG00000253534,TRBV6-8,10,12,-0.2
ENSG00000259755,name not found,7,8,-0.14
ENSG00000242798,name not found,0,5,-5
ENSG00000259803,SLC22A31,0,7,-7
ENSG00000253701,name not found,6,5,0.17
ENSG00000213023,SYT3,8,7,0.12
ENSG00000252933,RNU6-1223P,0,4,-4
ENSG00000253882,name not found,4,8,-1.0
ENSG00000260121,name not found,0,4,-4
ENSG00000227407,name not found,0,4,-4
ENSG00000236394,name not found,9,11,-0.22
ENSG00000205560,CPT1B,0,4,-4
ENSG00000254536,name not found,5,0,5
ENSG00000227717,name not found,7,6,0.14
ENSG00000254415,SIGLEC14,9,11,-0.22
ENSG00000205754,SLCO1B7,0,4,-4
ENSG00000213672,NCKIPSD,0,4,-4
ENSG00000229947,name not found,4,0,4
ENSG00000254913,name not found,0,5,-5
ENSG00000261272,MUC22,6,5,0.17
ENSG00000253846,PCDHGA10,4,0,4
ENSG00000228668,TRGV5P,0,4,-4
ENSG00000255192,NANOGP8,0,8,-8
ENSG00000255439,name not found,0,4,-4
ENSG00000255507,UVRAG-DT,0,5,-5
ENSG00000214655,ZSWIM8,6,6,0.0
ENSG00000255568,BRWD1-AS2,5,7,-0.4
ENSG00000266939,name not found,4,11,-1.75
ENSG00000214783,POLR2J4,0,5,-5
ENSG00000254167,IGHV8-51-1,0,5,-5
ENSG00000255692,name not found,0,4,-4
ENSG00000255800,name not found,0,9,-9
ENSG00000213654,GPSM3,0,5,-5
ENSG00000229988,HBBP1,7,9,-0.29
ENSG00000213676,ATF6B,0,5,-5
ENSG00000263069,RNF213-AS1,4,0,4
ENSG00000255872,name not found,0,6,-6
ENSG00000231646,FSIP2-AS1,0,6,-6
ENSG00000214597,name not found,5,0,5
ENSG00000255949,RPS6KB2-AS1,4,0,4
ENSG00000263624,name not found,0,4,-4
ENSG00000263649,MIR3135B,6,7,-0.17
ENSG00000257923,CUX1,0,4,-4
ENSG00000215020,name not found,10,6,0.4
ENSG00000214265,name not found,4,0,4
ENSG00000249459,ZNF286B,0,4,-4
ENSG00000264177,name not found,14,13,0.07
ENSG00000232085,name not found,0,6,-6
ENSG00000258941,name not found,7,8,-0.14
ENSG00000250120,PCDHA10,0,4,-4
ENSG00000268618,name not found,0,5,-5
ENSG00000240240,name not found,6,6,0.0
ENSG00000264991,name not found,10,13,-0.3
ENSG00000256212,name not found,10,9,0.1
ENSG00000268750,name not found,0,6,-6
ENSG00000258839,MC1R,6,4,0.33
ENSG00000268870,name not found,9,9,0.0
ENSG00000256825,name not found,4,0,4
ENSG00000259533,name not found,11,12,-0.09
ENSG00000259175,name not found,8,6,0.25
ENSG00000219073,CELA3B,5,0,5
ENSG00000269343,ZNF587B,0,6,-6
ENSG00000251322,SHANK3,4,0,4
ENSG00000259665,name not found,0,8,-8
ENSG00000259838,ELOCP2,4,5,-0.25
ENSG00000221343,name not found,0,6,-6
ENSG00000258727,name not found,8,0,8
ENSG00000242550,SERPINB10,5,5,0.0
ENSG00000233803,TSPY4,0,4,-4
ENSG00000260267,name not found,0,4,-4
ENSG00000267043,name not found,5,6,-0.2
ENSG00000269680,name not found,9,9,0.0
ENSG00000253133,name not found,0,4,-4
ENSG00000215790,SLC35E2A,4,0,4
ENSG00000260548,name not found,0,4,-4
ENSG00000253174,name not found,0,4,-4
ENSG00000269755,name not found,8,9,-0.12
ENSG00000269881,name not found,0,4,-4
ENSG00000260274,name not found,10,11,-0.1
ENSG00000235699,CXorf51B,0,4,-4
ENSG00000267131,name not found,11,7,0.36
ENSG00000267139,name not found,8,6,0.25
ENSG00000224597,SVIL-AS1,5,7,-0.4
ENSG00000260447,name not found,7,0,7
ENSG00000267179,name not found,4,0,4
ENSG00000267241,CYP4F10P,12,11,0.08
ENSG00000215374,FAM66B,4,0,4
ENSG00000267280,TBX2-AS1,11,7,0.36
ENSG00000261419,name not found,6,7,-0.17
ENSG00000261526,name not found,7,11,-0.57
ENSG00000222011,FAM185A,5,0,5
ENSG00000244558,KCNK15-AS1,0,5,-5
ENSG00000267432,DNAH17-AS1,12,12,0.0
ENSG00000271776,name not found,0,4,-4
ENSG00000261798,name not found,6,5,0.17
ENSG00000271781,name not found,4,6,-0.5
ENSG00000267645,name not found,7,7,0.0
ENSG00000267688,name not found,8,6,0.25
ENSG00000201164,RNU4-36P,5,0,5
ENSG00000261485,PAN3-AS1,0,4,-4
ENSG00000261582,name not found,0,5,-5
ENSG00000254815,LMNTD2-AS1,4,0,4
ENSG00000262728,name not found,6,8,-0.33
ENSG00000263171,name not found,0,10,-10
ENSG00000263462,name not found,4,9,-1.25
ENSG00000268204,name not found,5,0,5
ENSG00000272154,name not found,7,6,0.14
ENSG00000268400,name not found,8,0,8
ENSG00000268470,name not found,13,12,0.08
ENSG00000272921,name not found,5,0,5
ENSG00000264286,name not found,0,12,-12
ENSG00000268861,name not found,6,11,-0.83
ENSG00000203867,RBM20,4,0,4
ENSG00000263218,name not found,0,4,-4
ENSG00000273167,name not found,5,0,5
ENSG00000263582,name not found,9,10,-0.11
ENSG00000225370,name not found,5,4,0.2
ENSG00000264024,MIR4507,6,5,0.17
ENSG00000255854,name not found,0,5,-5
ENSG00000239011,name not found,5,10,-1.0
ENSG00000265528,name not found,0,4,-4
ENSG00000269913,name not found,10,9,0.1
ENSG00000265680,name not found,0,5,-5
ENSG00000228350,LINC02585,0,4,-4
ENSG00000264449,name not found,0,4,-4
ENSG00000228434,name not found,0,5,-5
ENSG00000266223,name not found,0,4,-4
ENSG00000266302,name not found,0,6,-6
ENSG00000253200,name not found,5,0,5
ENSG00000270760,name not found,10,7,0.3
ENSG00000238622,SNORD97,0,6,-6
ENSG00000265393,name not found,5,8,-0.6
ENSG00000271627,NKAIN1P2,12,10,0.17
ENSG00000240521,name not found,4,0,4
ENSG00000271751,name not found,5,9,-0.8
ENSG00000265747,name not found,0,5,-5
ENSG00000259424,IRAIN,4,4,0.0
ENSG00000239486,name not found,5,0,5
ENSG00000272045,name not found,7,6,0.14
ENSG00000272186,VPS11-DT,5,9,-0.8
ENSG00000266729,DSG1-AS1,8,8,0.0
ENSG00000266896,name not found,0,7,-7
ENSG00000239969,name not found,5,0,5
ENSG00000267232,name not found,7,11,-0.57
ENSG00000272395,IFNL4,10,11,-0.1
ENSG00000260639,name not found,5,6,-0.2
ENSG00000267048,name not found,6,5,0.17
ENSG00000267552,name not found,6,6,0.0
ENSG00000272682,name not found,6,6,0.0
ENSG00000228570,NUTM2E,6,0,6
ENSG00000267795,SMIM22,4,4,0.0
ENSG00000272949,name not found,9,5,0.44
ENSG00000267318,name not found,0,6,-6
ENSG00000227646,STEAP2-AS1,4,0,4
ENSG00000267952,name not found,9,14,-0.56
ENSG00000227775,name not found,4,0,4
ENSG00000268278,name not found,10,15,-0.5
ENSG00000268500,SIGLEC5,10,12,-0.2
ENSG00000267706,name not found,0,5,-5
ENSG00000261713,SSTR5-AS1,0,4,-4
ENSG00000243290,IGKV1-12,0,4,-4
ENSG00000231584,FAHD2CP,4,0,4
ENSG00000268265,name not found,13,15,-0.15
ENSG00000206991,RNU6-610P,0,4,-4
ENSG00000243968,RN7SL402P,4,5,-0.25
ENSG00000267892,name not found,0,8,-8
ENSG00000269110,name not found,4,6,-0.5
ENSG00000269371,name not found,8,14,-0.75
ENSG00000233101,HOXB-AS3,10,4,0.6
ENSG00000269476,name not found,0,5,-5
ENSG00000269547,name not found,6,9,-0.5
ENSG00000264031,ABHD15-AS1,4,4,0.0
ENSG00000264655,PPIAP54,0,4,-4
ENSG00000225138,SLC9A3-AS1,4,0,4
ENSG00000244393,name not found,9,4,0.56
ENSG00000224226,name not found,4,0,4
ENSG00000249494,name not found,5,10,-1.0
ENSG00000234494,SP2-AS1,0,4,-4
ENSG00000232871,SEC1P,5,4,0.2
ENSG00000257337,name not found,0,4,-4
ENSG00000271748,name not found,6,7,-0.17
ENSG00000257829,name not found,9,8,0.11
ENSG00000266208,name not found,0,4,-4
ENSG00000215998,name not found,4,0,4
ENSG00000248290,TNXA,0,4,-4
ENSG00000258253,name not found,4,5,-0.25
ENSG00000258472,name not found,5,9,-0.8
ENSG00000233041,PHGR1,5,0,5
ENSG00000272078,name not found,0,4,-4
ENSG00000233838,DPH3P1,4,0,4
ENSG00000272396,name not found,10,11,-0.1
ENSG00000231342,name not found,4,0,4
ENSG00000272897,name not found,6,5,0.17
ENSG00000272991,name not found,5,6,-0.2
ENSG00000250349,name not found,0,7,-7
ENSG00000259455,name not found,0,5,-5
ENSG00000273184,name not found,6,8,-0.33
ENSG00000267551,GNA15-DT,6,8,-0.33
ENSG00000250535,STK19B,0,4,-4
ENSG00000267748,name not found,5,10,-1.0
ENSG00000273333,name not found,0,5,-5
ENSG00000254184,name not found,4,0,4
ENSG00000238272,name not found,7,7,0.0
ENSG00000238551,RNU6-1193P,5,4,0.2
ENSG00000238683,name not found,5,0,5
ENSG00000253099,RNU2-60P,7,4,0.43
ENSG00000261337,name not found,5,5,0.0
ENSG00000253664,name not found,4,0,4
ENSG00000261691,name not found,0,5,-5
ENSG00000230958,name not found,7,6,0.14
ENSG00000269915,name not found,8,6,0.25
ENSG00000253780,IGHVIII-2-1,8,8,0.0
ENSG00000256673,name not found,12,11,0.08
ENSG00000241850,name not found,7,5,0.29
ENSG00000242317,name not found,4,5,-0.25
ENSG00000255115,name not found,0,7,-7
ENSG00000255125,name not found,0,6,-6
ENSG00000272927,name not found,4,0,4
ENSG00000242908,AADACL2-AS1,5,5,0.0
ENSG00000265257,name not found,0,9,-9
ENSG00000265329,name not found,0,5,-5
ENSG00000244691,RPL10AP1,0,6,-6
ENSG00000241106,HLA-DOB,4,0,4
ENSG00000228318,name not found,5,0,5
ENSG00000265575,name not found,0,5,-5
ENSG00000221444,name not found,4,0,4
ENSG00000260062,GOLGA2P11,4,8,-1.0
ENSG00000266053,NDUFV2-AS1,0,9,-9
ENSG00000244586,WNT5A-AS1,4,5,-0.25
ENSG00000260375,name not found,4,8,-1.0
ENSG00000260807,CEROX1,0,6,-6
ENSG00000266964,FXYD1,7,8,-0.14
ENSG00000249825,THBS4-AS1,4,4,0.0
ENSG00000261332,name not found,4,5,-0.25
ENSG00000223642,name not found,7,0,7
ENSG00000261346,name not found,4,5,-0.25
ENSG00000259498,TPM1-AS,4,0,4
ENSG00000243943,ZNF512,7,0,7
ENSG00000237227,name not found,6,5,0.17
ENSG00000268230,name not found,5,6,-0.2
ENSG00000248049,UBA6-AS1,8,0,8
ENSG00000268895,A1BG-AS1,5,6,-0.2
ENSG00000238340,name not found,4,0,4
ENSG00000268965,name not found,0,4,-4
ENSG00000260629,BGLT3,7,9,-0.29
ENSG00000269235,ZNF350-AS1,0,4,-4
ENSG00000261041,name not found,7,4,0.43
ENSG00000225945,name not found,0,4,-4
ENSG00000261373,VPS9D1-AS1,4,10,-1.5
ENSG00000265590,CFAP298-TCP10L,0,4,-4
ENSG00000250264,name not found,5,4,0.2
ENSG00000266077,name not found,4,0,4
ENSG00000241075,name not found,4,0,4
ENSG00000263831,MIR378E,5,4,0.2
ENSG00000249693,THEGL,4,0,4
ENSG00000266739,name not found,0,4,-4
ENSG00000240563,L1TD1,6,5,0.17
ENSG00000249773,name not found,4,0,4
ENSG00000267149,name not found,0,5,-5
ENSG00000253364,COPDA1,8,0,8
ENSG00000267426,name not found,4,0,4
ENSG00000268199,name not found,0,5,-5
ENSG00000258210,name not found,4,6,-0.5
ENSG00000239810,PRAMEF11,0,4,-4
ENSG00000254662,name not found,4,0,4
ENSG00000269318,name not found,7,4,0.43
ENSG00000269403,name not found,0,8,-8
ENSG00000268112,name not found,0,4,-4
ENSG00000269807,name not found,5,0,5
ENSG00000256066,name not found,7,0,7
ENSG00000259516,ANP32AP1,0,6,-6
ENSG00000268496,name not found,0,4,-4
ENSG00000254756,name not found,4,0,4
ENSG00000250305,TRMT9B,0,4,-4
ENSG00000255663,name not found,4,0,4
ENSG00000260095,name not found,10,5,0.5
ENSG00000258334,name not found,4,0,4
ENSG00000271980,name not found,10,5,0.5
ENSG00000256206,name not found,6,0,6
ENSG00000260411,name not found,4,7,-0.75
ENSG00000260772,name not found,5,0,5
ENSG00000259080,name not found,7,0,7
ENSG00000257285,name not found,4,0,4
ENSG00000254413,CHKB-CPT1B,0,4,-4
ENSG00000261602,name not found,5,0,5
ENSG00000273398,name not found,0,4,-4
ENSG00000252475,RNU6-1332P,4,6,-0.5
ENSG00000262660,name not found,0,4,-4
ENSG00000259132,name not found,4,0,4
ENSG00000260394,LINC02867,6,0,6
ENSG00000255292,name not found,0,4,-4
ENSG00000261203,name not found,4,0,4
ENSG00000261546,name not found,4,0,4
ENSG00000238734,name not found,4,0,4
ENSG00000254667,name not found,0,4,-4
ENSG00000257046,SLCO1B3-SLCO1B7,0,4,-4
ENSG00000262246,CORO7,8,4,0.5
ENSG00000262262,name not found,4,0,4
ENSG00000258458,name not found,5,0,5
ENSG00000263991,name not found,5,0,5
ENSG00000241459,name not found,4,0,4
ENSG00000264385,name not found,5,0,5
ENSG00000264425,MIR4653,5,0,5
ENSG00000267436,name not found,4,4,0.0
ENSG00000267077,name not found,4,0,4
ENSG00000267784,name not found,5,0,5
ENSG00000264703,MIR4752,4,0,4
ENSG00000262528,name not found,4,0,4
ENSG00000268583,name not found,9,6,0.33
ENSG00000267523,name not found,4,0,4
ENSG00000267015,name not found,4,0,4
ENSG00000268193,name not found,5,0,5
ENSG00000269949,name not found,0,6,-6
ENSG00000270119,name not found,10,6,0.4
ENSG00000249931,GOLGA8K,4,0,4
ENSG00000270652,DPRXP5,0,5,-5
ENSG00000267980,name not found,4,0,4
ENSG00000271217,name not found,9,6,0.33
ENSG00000272589,ZSWIM8-AS1,6,5,0.17
ENSG00000271698,name not found,5,0,5
ENSG00000272916,name not found,6,6,0.0
ENSG00000271959,name not found,6,5,0.17
ENSG00000267984,name not found,0,5,-5
ENSG00000273432,name not found,0,5,-5
ENSG00000253203,GUSBP3,5,0,5
ENSG00000272911,name not found,6,0,6
ENSG00000273079,GRIN2B,4,0,4
ENSG00000267118,name not found,4,0,4
ENSG00000273217,name not found,4,0,4
ENSG00000273293,name not found,0,4,-4
ENSG00000273173,SNURF,4,0,4
ENSG00000267261,name not found,0,4,-4
ENSG00000271141,name not found,0,4,-4
ENSG00000256116,name not found,4,0,4
ENSG00000263439,MIR4753,4,0,4
ENSG00000271868,name not found,4,0,4
ENSG00000267477,name not found,4,0,4
ENSG00000267938,EIF1P6,5,0,5
