GENE_ID,GENE,number_case,number_control,case_fold, control_fold,case_percentage,control_percentage, absolute_overrepresentation
ENSG00000130402,ACTN4,7,10,0.41,-0.59,41.18,55.56,14.38
ENSG00000114771,AADAC,5,5,0.5,-0.5,29.41,27.78,1.63
ENSG00000130414,NDUFA10,11,16,0.41,-0.59,64.71,88.89,24.18
ENSG00000125457,MIF4GD,6,6,0.5,-0.5,35.29,33.33,1.96
ENSG00000128641,MYO1B,2,3,0.4,-0.6,11.76,16.67,4.9
ENSG00000130559,CAMSAP1,2,3,0.4,-0.6,11.76,16.67,4.9
ENSG00000135845,PIGC,6,5,0.55,-0.45,35.29,27.78,7.52
ENSG00000144381,HSPD1,4,6,0.4,-0.6,23.53,33.33,9.8
ENSG00000130595,TNNT3,3,7,0.3,-0.7,17.65,38.89,21.24
ENSG00000125531,FNDC11,3,3,0.5,-0.5,17.65,16.67,0.98
ENSG00000128908,INO80,3,2,0.6,-0.4,17.65,11.11,6.54
ENSG00000129480,DTD2,5,6,0.45,-0.55,29.41,33.33,3.92
ENSG00000144579,CTDSP1,3,1,0.75,-0.25,17.65,5.56,12.09
ENSG00000123989,CHPF,5,1,0.83,-0.17,29.41,5.56,23.86
ENSG00000129925,PGAP6,6,2,0.75,-0.25,35.29,11.11,24.18
ENSG00000136003,ISCU,15,18,0.45,-0.55,88.24,100.0,11.76
ENSG00000112659,CUL9,4,2,0.67,-0.33,23.53,11.11,12.42
ENSG00000144893,MED12L,7,3,0.7,-0.3,41.18,16.67,24.51
ENSG00000125107,CNOT1,3,5,0.38,-0.62,17.65,27.78,10.13
ENSG00000130635,COL5A1,8,4,0.67,-0.33,47.06,22.22,24.84
ENSG00000125651,GTF2F1,2,3,0.4,-0.6,11.76,16.67,4.9
ENSG00000119772,DNMT3A,4,2,0.67,-0.33,23.53,11.11,12.42
ENSG00000136152,COG3,9,14,0.39,-0.61,52.94,77.78,24.84
ENSG00000145002,FAM86B2,16,14,0.53,-0.47,94.12,77.78,16.34
ENSG00000124177,CHD6,3,4,0.43,-0.57,17.65,22.22,4.58
ENSG00000111846,GCNT2,0,5,0.0,-1.0,0.0,27.78,27.78
ENSG00000130038,CRACR2A,2,2,0.5,-0.5,11.76,11.11,0.65
ENSG00000145113,MUC4,17,18,0.49,-0.51,100.0,100.0,0.0
ENSG00000125618,PAX8,0,5,0.0,-1.0,0.0,27.78,27.78
ENSG00000124406,ATP8A1,1,3,0.25,-0.75,5.88,16.67,10.78
ENSG00000145191,EIF2B5,15,13,0.54,-0.46,88.24,72.22,16.01
ENSG00000107731,UNC5B,2,2,0.5,-0.5,11.76,11.11,0.65
ENSG00000136273,HUS1,6,8,0.43,-0.57,35.29,44.44,9.15
ENSG00000145423,SFRP2,5,3,0.62,-0.38,29.41,16.67,12.75
ENSG00000130714,POMT1,6,7,0.46,-0.54,35.29,38.89,3.59
ENSG00000129646,QRICH2,7,5,0.58,-0.42,41.18,27.78,13.4
ENSG00000136274,NACAD,13,10,0.57,-0.43,76.47,55.56,20.92
ENSG00000129910,CDH15,3,7,0.3,-0.7,17.65,38.89,21.24
ENSG00000113407,TARS1,3,1,0.75,-0.25,17.65,5.56,12.09
ENSG00000136371,MTHFS,3,1,0.75,-0.25,17.65,5.56,12.09
ENSG00000125730,C3,4,6,0.4,-0.6,23.53,33.33,9.8
ENSG00000130787,HIP1R,14,15,0.48,-0.52,82.35,83.33,0.98
ENSG00000125966,MMP24,3,5,0.38,-0.62,17.65,27.78,10.13
ENSG00000136378,ADAMTS7,12,15,0.44,-0.56,70.59,83.33,12.75
ENSG00000113649,TCERG1,3,2,0.6,-0.4,17.65,11.11,6.54
ENSG00000145782,ATG12,17,16,0.52,-0.48,100.0,88.89,11.11
ENSG00000131165,CHMP1A,7,12,0.37,-0.63,41.18,66.67,25.49
ENSG00000145832,SLC25A48,2,2,0.5,-0.5,11.76,11.11,0.65
ENSG00000126005,MMP24OS,3,5,0.38,-0.62,17.65,27.78,10.13
ENSG00000125170,DOK4,2,2,0.5,-0.5,11.76,11.11,0.65
ENSG00000136449,MYCBPAP,5,1,0.83,-0.17,29.41,5.56,23.86
ENSG00000146067,FAM193B,3,5,0.38,-0.62,17.65,27.78,10.13
ENSG00000126259,KIRREL2,1,3,0.25,-0.75,5.88,16.67,10.78
ENSG00000126107,HECTD3,4,1,0.8,-0.2,23.53,5.56,17.97
ENSG00000112685,EXOC2,3,2,0.6,-0.4,17.65,11.11,6.54
ENSG00000130037,KCNA5,2,2,0.5,-0.5,11.76,11.11,0.65
ENSG00000136709,WDR33,2,4,0.33,-0.67,11.76,22.22,10.46
ENSG00000146094,DOK3,3,4,0.43,-0.57,17.65,22.22,4.58
ENSG00000126561,STAT5A,2,2,0.5,-0.5,11.76,11.11,0.65
ENSG00000114331,ACAP2,9,6,0.6,-0.4,52.94,33.33,19.61
ENSG00000125409,TEKT3,4,3,0.57,-0.43,23.53,16.67,6.86
ENSG00000125434,SLC25A35,7,7,0.5,-0.5,41.18,38.89,2.29
ENSG00000136783,NIPSNAP3A,3,1,0.75,-0.25,17.65,5.56,12.09
ENSG00000146143,PRIM2,17,18,0.49,-0.51,100.0,100.0,0.0
ENSG00000125485,DDX31,2,2,0.5,-0.5,11.76,11.11,0.65
ENSG00000126218,F10,1,3,0.25,-0.75,5.88,16.67,10.78
ENSG00000146215,CRIP3,4,6,0.4,-0.6,23.53,33.33,9.8
ENSG00000130299,GTPBP3,7,7,0.5,-0.5,41.18,38.89,2.29
ENSG00000136878,USP20,16,17,0.48,-0.52,94.12,94.44,0.33
ENSG00000125508,SRMS,3,2,0.6,-0.4,17.65,11.11,6.54
ENSG00000114126,TFDP2,2,3,0.4,-0.6,11.76,16.67,4.9
ENSG00000114520,SNX4,7,1,0.88,-0.12,41.18,5.56,35.62
ENSG00000146416,AIG1,3,2,0.6,-0.4,17.65,11.11,6.54
ENSG00000127481,UBR4,5,3,0.62,-0.38,29.41,16.67,12.75
ENSG00000120820,GLT8D2,2,6,0.25,-0.75,11.76,33.33,21.57
ENSG00000146555,SDK1,10,14,0.42,-0.58,58.82,77.78,18.95
ENSG00000107651,SEC23IP,2,2,0.5,-0.5,11.76,11.11,0.65
ENSG00000113296,THBS4,4,4,0.5,-0.5,23.53,22.22,1.31
ENSG00000130489,name not found,1,3,0.25,-0.75,5.88,16.67,10.78
ENSG00000130723,name not found,2,3,0.4,-0.6,11.76,16.67,4.9
ENSG00000114770,ABCC5,2,2,0.5,-0.5,11.76,11.11,0.65
ENSG00000146722,name not found,3,2,0.6,-0.4,17.65,11.11,6.54
ENSG00000111696,NT5DC3,4,2,0.67,-0.33,23.53,11.11,12.42
ENSG00000132297,HHLA1,1,3,0.25,-0.75,5.88,16.67,10.78
ENSG00000121053,EPX,1,4,0.2,-0.8,5.88,22.22,16.34
ENSG00000130733,YIPF2,3,1,0.75,-0.25,17.65,5.56,12.09
ENSG00000146755,TRIM50,17,18,0.49,-0.51,100.0,100.0,0.0
ENSG00000119139,TJP2,2,2,0.5,-0.5,11.76,11.11,0.65
ENSG00000127663,KDM4B,3,3,0.5,-0.5,17.65,16.67,0.98
ENSG00000121270,ABCC11,3,3,0.5,-0.5,17.65,16.67,0.98
ENSG00000146776,ATXN7L1,10,7,0.59,-0.41,58.82,38.89,19.93
ENSG00000107902,LHPP,3,1,0.75,-0.25,17.65,5.56,12.09
ENSG00000127914,AKAP9,8,6,0.57,-0.43,47.06,33.33,13.73
ENSG00000132382,MYBBP1A,8,6,0.57,-0.43,47.06,33.33,13.73
ENSG00000121380,BCL2L14,3,1,0.75,-0.25,17.65,5.56,12.09
ENSG00000114316,USP4,4,1,0.8,-0.2,23.53,5.56,17.97
ENSG00000147274,RBMX,14,16,0.47,-0.53,82.35,88.89,6.54
ENSG00000132406,TMEM128,9,14,0.39,-0.61,52.94,77.78,24.84
ENSG00000130810,PPAN,3,1,0.75,-0.25,17.65,5.56,12.09
ENSG00000116251,RPL22,2,2,0.5,-0.5,11.76,11.11,0.65
ENSG00000114650,SCAP,2,2,0.5,-0.5,11.76,11.11,0.65
ENSG00000130811,EIF3G,3,1,0.75,-0.25,17.65,5.56,12.09
ENSG00000147724,FAM135B,10,9,0.53,-0.47,58.82,50.0,8.82
ENSG00000132522,GPS2,1,3,0.25,-0.75,5.88,16.67,10.78
ENSG00000127603,MACF1,4,6,0.4,-0.6,23.53,33.33,9.8
ENSG00000131095,GFAP,6,6,0.5,-0.5,35.29,33.33,1.96
ENSG00000137414,FAM8A1,6,5,0.55,-0.45,35.29,27.78,7.52
ENSG00000148308,GTF3C5,6,5,0.55,-0.45,35.29,27.78,7.52
ENSG00000128298,BAIAP2L2,5,7,0.42,-0.58,29.41,38.89,9.48
ENSG00000131323,TRAF3,3,2,0.6,-0.4,17.65,11.11,6.54
ENSG00000148408,CACNA1B,17,16,0.52,-0.48,100.0,88.89,11.11
ENSG00000128487,SPECC1,2,4,0.33,-0.67,11.76,22.22,10.46
ENSG00000122484,RPAP2,2,8,0.2,-0.8,11.76,44.44,32.68
ENSG00000115825,PRKD3,2,2,0.5,-0.5,11.76,11.11,0.65
ENSG00000148814,LRRC27,12,10,0.55,-0.45,70.59,55.56,15.03
ENSG00000128591,FLNC,4,3,0.57,-0.43,23.53,16.67,6.86
ENSG00000126246,IGFLR1,2,2,0.5,-0.5,11.76,11.11,0.65
ENSG00000131471,AOC3,1,3,0.25,-0.75,5.88,16.67,10.78
ENSG00000148950,IMMP1L,3,9,0.25,-0.75,17.65,50.0,32.35
ENSG00000120256,LRP11,3,1,0.75,-0.25,17.65,5.56,12.09
ENSG00000116852,KIF21B,3,3,0.5,-0.5,17.65,16.67,0.98
ENSG00000131480,AOC2,1,4,0.2,-0.8,5.88,22.22,16.34
ENSG00000148985,PGAP2,4,7,0.36,-0.64,23.53,38.89,15.36
ENSG00000128731,HERC2,7,10,0.41,-0.59,41.18,55.56,14.38
ENSG00000116885,OSCP1,3,3,0.5,-0.5,17.65,16.67,0.98
ENSG00000110090,CPT1A,3,2,0.6,-0.4,17.65,11.11,6.54
ENSG00000149179,C11orf49,4,4,0.5,-0.5,23.53,22.22,1.31
ENSG00000116198,CEP104,8,5,0.62,-0.38,47.06,27.78,19.28
ENSG00000123124,WWP1,1,3,0.25,-0.75,5.88,16.67,10.78
ENSG00000115234,SNX17,2,2,0.5,-0.5,11.76,11.11,0.65
ENSG00000149182,ARFGAP2,2,4,0.33,-0.67,11.76,22.22,10.46
ENSG00000133706,LARS1,8,10,0.44,-0.56,47.06,55.56,8.5
ENSG00000128626,MRPS12,6,9,0.4,-0.6,35.29,50.0,14.71
ENSG00000132005,RFX1,7,1,0.88,-0.12,41.18,5.56,35.62
ENSG00000149451,ADAM33,16,17,0.48,-0.52,94.12,94.44,0.33
ENSG00000126858,RHOT1,1,3,0.25,-0.75,5.88,16.67,10.78
ENSG00000115255,REEP6,2,2,0.5,-0.5,11.76,11.11,0.65
ENSG00000129667,RHBDF2,2,3,0.4,-0.6,11.76,16.67,4.9
ENSG00000126883,NUP214,2,3,0.4,-0.6,11.76,16.67,4.9
ENSG00000123607,TTC21B,2,6,0.25,-0.75,11.76,33.33,21.57
ENSG00000115257,PCSK4,1,4,0.2,-0.8,5.88,22.22,16.34
ENSG00000129673,AANAT,2,2,0.5,-0.5,11.76,11.11,0.65
ENSG00000138376,BARD1,12,14,0.46,-0.54,70.59,77.78,7.19
ENSG00000129757,CDKN1C,1,3,0.25,-0.75,5.88,16.67,10.78
ENSG00000132549,VPS13B,5,2,0.71,-0.29,29.41,11.11,18.3
ENSG00000138395,CDK15,4,4,0.5,-0.5,23.53,22.22,1.31
ENSG00000149639,SOGA1,2,3,0.4,-0.6,11.76,16.67,4.9
ENSG00000109452,INPP4B,3,3,0.5,-0.5,17.65,16.67,0.98
ENSG00000134339,SAA2,10,15,0.4,-0.6,58.82,83.33,24.51
ENSG00000132004,FBXW9,2,4,0.33,-0.67,11.76,22.22,10.46
ENSG00000132692,BCAN,2,2,0.5,-0.5,11.76,11.11,0.65
ENSG00000151067,CACNA1C,17,18,0.49,-0.51,100.0,100.0,0.0
ENSG00000134545,KLRC1,2,2,0.5,-0.5,11.76,11.11,0.65
ENSG00000127564,PKMYT1,0,6,0.0,-1.0,0.0,33.33,33.33
ENSG00000128422,KRT17,0,4,0.0,-1.0,0.0,22.22,22.22
ENSG00000110274,CEP164,2,3,0.4,-0.6,11.76,16.67,4.9
ENSG00000132780,NASP,4,3,0.57,-0.43,23.53,16.67,6.86
ENSG00000139144,PIK3C2G,3,1,0.75,-0.25,17.65,5.56,12.09
ENSG00000111077,TNS2,2,3,0.4,-0.6,11.76,16.67,4.9
ENSG00000151303,name not found,2,2,0.5,-0.5,11.76,11.11,0.65
ENSG00000134627,PIWIL4,11,9,0.55,-0.45,64.71,50.0,14.71
ENSG00000127588,GNG13,3,3,0.5,-0.5,17.65,16.67,0.98
ENSG00000124491,F13A1,4,5,0.44,-0.56,23.53,27.78,4.25
ENSG00000132470,ITGB4,5,4,0.56,-0.44,29.41,22.22,7.19
ENSG00000130270,ATP8B3,2,6,0.25,-0.75,11.76,33.33,21.57
ENSG00000139197,PEX5,4,1,0.8,-0.2,23.53,5.56,17.97
ENSG00000151498,ACAD8,2,3,0.4,-0.6,11.76,16.67,4.9
ENSG00000134769,DTNA,1,3,0.25,-0.75,5.88,16.67,10.78
ENSG00000130023,ERMARD,4,7,0.36,-0.64,23.53,38.89,15.36
ENSG00000132846,ZBED3,9,4,0.69,-0.31,52.94,22.22,30.72
ENSG00000139428,MMAB,9,6,0.6,-0.4,52.94,33.33,19.61
ENSG00000151883,PARP8,9,11,0.45,-0.55,52.94,61.11,8.17
ENSG00000121289,CEP89,4,5,0.44,-0.56,23.53,27.78,4.25
ENSG00000130158,DOCK6,6,8,0.43,-0.57,35.29,44.44,9.15
ENSG00000139445,FOXN4,7,5,0.58,-0.42,41.18,27.78,13.4
ENSG00000116299,ELAPOR1,4,0,1.0,0.0,23.53,0.0,23.53
ENSG00000152439,ZNF773,4,4,0.5,-0.5,23.53,22.22,1.31
ENSG00000130173,ANGPTL8,1,5,0.17,-0.83,5.88,27.78,21.9
ENSG00000129347,KRI1,1,3,0.25,-0.75,5.88,16.67,10.78
ENSG00000133030,MPRIP,2,6,0.25,-0.75,11.76,33.33,21.57
ENSG00000139718,SETD1B,2,2,0.5,-0.5,11.76,11.11,0.65
ENSG00000152591,DSPP,17,18,0.49,-0.51,100.0,100.0,0.0
ENSG00000139985,ADAM21,11,11,0.5,-0.5,64.71,61.11,3.59
ENSG00000152683,SLC30A6,6,1,0.86,-0.14,35.29,5.56,29.74
ENSG00000130589,HELZ2,7,8,0.47,-0.53,41.18,44.44,3.27
ENSG00000135473,PAN2,1,3,0.25,-0.75,5.88,16.67,10.78
ENSG00000129951,PLPPR3,3,3,0.5,-0.5,17.65,16.67,0.98
ENSG00000125337,KIF25,3,1,0.75,-0.25,17.65,5.56,12.09
ENSG00000133863,TEX15,4,1,0.8,-0.2,23.53,5.56,17.97
ENSG00000116922,C1orf109,2,4,0.33,-0.67,11.76,22.22,10.46
ENSG00000134115,CNTN6,3,1,0.75,-0.25,17.65,5.56,12.09
ENSG00000117461,PIK3R3,3,3,0.5,-0.5,17.65,16.67,0.98
ENSG00000140839,CLEC18B,10,7,0.59,-0.41,58.82,38.89,19.93
ENSG00000153157,SYCP2L,12,18,0.4,-0.6,70.59,100.0,29.41
ENSG00000140853,NLRC5,14,15,0.48,-0.52,82.35,83.33,0.98
ENSG00000118680,MYL12B,7,3,0.7,-0.3,41.18,16.67,24.51
ENSG00000153162,BMP6,2,2,0.5,-0.5,11.76,11.11,0.65
ENSG00000123297,TSFM,3,3,0.5,-0.5,17.65,16.67,0.98
ENSG00000135837,CEP350,4,3,0.57,-0.43,23.53,16.67,6.86
ENSG00000128710,HOXD10,4,4,0.5,-0.5,23.53,22.22,1.31
ENSG00000130558,OLFM1,1,5,0.17,-0.83,5.88,27.78,21.9
ENSG00000140859,KIFC3,6,8,0.43,-0.57,35.29,44.44,9.15
ENSG00000117616,RSRP1,2,3,0.4,-0.6,11.76,16.67,4.9
ENSG00000153294,ADGRF4,14,14,0.5,-0.5,82.35,77.78,4.58
ENSG00000130717,UCK1,4,3,0.57,-0.43,23.53,16.67,6.86
ENSG00000128713,HOXD11,3,4,0.43,-0.57,17.65,22.22,4.58
ENSG00000125818,PSMF1,3,1,0.75,-0.25,17.65,5.56,12.09
ENSG00000153303,FRMD1,15,17,0.47,-0.53,88.24,94.44,6.21
ENSG00000135931,ARMC9,12,15,0.44,-0.56,70.59,83.33,12.75
ENSG00000130175,PRKCSH,4,4,0.5,-0.5,23.53,22.22,1.31
ENSG00000140948,ZCCHC14,2,6,0.25,-0.75,11.76,33.33,21.57
ENSG00000153339,TRAPPC8,3,8,0.27,-0.73,17.65,44.44,26.8
ENSG00000123485,HJURP,10,8,0.56,-0.44,58.82,44.44,14.38
ENSG00000140983,RHOT2,5,4,0.56,-0.44,29.41,22.22,7.19
ENSG00000153982,GDPD1,4,7,0.36,-0.64,23.53,38.89,15.36
ENSG00000129221,AIPL1,2,2,0.5,-0.5,11.76,11.11,0.65
ENSG00000130749,ZC3H4,4,5,0.44,-0.56,23.53,27.78,4.25
ENSG00000134398,ERN2,3,2,0.6,-0.4,17.65,11.11,6.54
ENSG00000154330,PGM5,3,1,0.75,-0.25,17.65,5.56,12.09
ENSG00000141441,GAREM1,1,3,0.25,-0.75,5.88,16.67,10.78
ENSG00000119335,SET,2,2,0.5,-0.5,11.76,11.11,0.65
ENSG00000154358,OBSCN,16,15,0.52,-0.48,94.12,83.33,10.78
ENSG00000120093,HOXB3,10,4,0.71,-0.29,58.82,22.22,36.6
ENSG00000134452,FBH1,3,3,0.5,-0.5,17.65,16.67,0.98
ENSG00000141510,TP53,12,6,0.67,-0.33,70.59,33.33,37.25
ENSG00000154529,CNTNAP3B,15,15,0.5,-0.5,88.24,83.33,4.9
ENSG00000123999,INHA,1,4,0.2,-0.8,5.88,22.22,16.34
ENSG00000130856,ZNF236,2,4,0.33,-0.67,11.76,22.22,10.46
ENSG00000136295,TTYH3,0,4,0.0,-1.0,0.0,22.22,22.22
ENSG00000154864,PIEZO2,5,1,0.83,-0.17,29.41,5.56,23.86
ENSG00000120742,SERP1,5,3,0.62,-0.38,29.41,16.67,12.75
ENSG00000130940,CASZ1,1,4,0.2,-0.8,5.88,22.22,16.34
ENSG00000134490,TMEM241,2,3,0.4,-0.6,11.76,16.67,4.9
ENSG00000134760,DSG1,8,7,0.53,-0.47,47.06,38.89,8.17
ENSG00000155363,MOV10,2,3,0.4,-0.6,11.76,16.67,4.9
ENSG00000130881,LRP3,3,6,0.33,-0.67,17.65,33.33,15.69
ENSG00000131018,SYNE1,10,10,0.5,-0.5,58.82,55.56,3.27
ENSG00000141644,MBD1,2,2,0.5,-0.5,11.76,11.11,0.65
ENSG00000155366,RHOC,2,5,0.29,-0.71,11.76,27.78,16.01
ENSG00000120075,HOXB5,8,1,0.89,-0.11,47.06,5.56,41.5
ENSG00000155495,MAGEC1,9,9,0.5,-0.5,52.94,50.0,2.94
ENSG00000112936,C7,2,2,0.5,-0.5,11.76,11.11,0.65
ENSG00000136531,SCN2A,2,3,0.4,-0.6,11.76,16.67,4.9
ENSG00000142173,COL6A2,13,18,0.42,-0.58,76.47,100.0,23.53
ENSG00000155657,TTN,15,16,0.48,-0.52,88.24,88.89,0.65
ENSG00000131016,AKAP12,2,4,0.33,-0.67,11.76,22.22,10.46
ENSG00000136682,CBWD2,9,9,0.5,-0.5,52.94,50.0,2.94
ENSG00000142208,AKT1,15,12,0.56,-0.44,88.24,66.67,21.57
ENSG00000155816,FMN2,17,17,0.5,-0.5,100.0,94.44,5.56
ENSG00000130511,SSBP4,4,7,0.36,-0.64,23.53,38.89,15.36
ENSG00000135315,CEP162,1,4,0.2,-0.8,5.88,22.22,16.34
ENSG00000142484,TM4SF5,16,17,0.48,-0.52,94.12,94.44,0.33
ENSG00000119707,RBM25,3,3,0.5,-0.5,17.65,16.67,0.98
ENSG00000142513,ACP4,11,9,0.55,-0.45,64.71,50.0,14.71
ENSG00000156096,UGT2B4,6,10,0.38,-0.62,35.29,55.56,20.26
ENSG00000135454,B4GALNT1,4,1,0.8,-0.2,23.53,5.56,17.97
ENSG00000119906,SLF2,2,2,0.5,-0.5,11.76,11.11,0.65
ENSG00000156345,CDK20,10,10,0.5,-0.5,58.82,55.56,3.27
ENSG00000130294,KIF1A,3,3,0.5,-0.5,17.65,16.67,0.98
ENSG00000135502,SLC26A10,5,1,0.83,-0.17,29.41,5.56,23.86
ENSG00000142623,PADI1,5,2,0.71,-0.29,29.41,11.11,18.3
ENSG00000156675,RAB11FIP1,16,16,0.5,-0.5,94.12,88.89,5.23
ENSG00000116157,GPX7,2,2,0.5,-0.5,11.76,11.11,0.65
ENSG00000109944,JHY,1,3,0.25,-0.75,5.88,16.67,10.78
ENSG00000128394,APOBEC3F,1,3,0.25,-0.75,5.88,16.67,10.78
ENSG00000156750,name not found,13,12,0.52,-0.48,76.47,66.67,9.8
ENSG00000124772,CPNE5,3,2,0.6,-0.4,17.65,11.11,6.54
ENSG00000131788,PIAS3,3,6,0.33,-0.67,17.65,33.33,15.69
ENSG00000131697,NPHP4,2,5,0.29,-0.71,11.76,27.78,16.01
ENSG00000142669,SH3BGRL3,16,18,0.47,-0.53,94.12,100.0,5.88
ENSG00000156931,VPS8,9,12,0.43,-0.57,52.94,66.67,13.73
ENSG00000132024,CC2D1A,4,4,0.5,-0.5,23.53,22.22,1.31
ENSG00000116918,TSNAX,1,3,0.25,-0.75,5.88,16.67,10.78
ENSG00000131848,ZSCAN5A,2,4,0.33,-0.67,11.76,22.22,10.46
ENSG00000128578,STRIP2,2,2,0.5,-0.5,11.76,11.11,0.65
ENSG00000120318,ARAP3,3,3,0.5,-0.5,17.65,16.67,0.98
ENSG00000157106,SMG1,6,5,0.55,-0.45,35.29,27.78,7.52
ENSG00000130734,ATG4D,1,4,0.2,-0.8,5.88,22.22,16.34
ENSG00000157152,SYN2,17,18,0.49,-0.51,100.0,100.0,0.0
ENSG00000132256,TRIM5,3,4,0.43,-0.57,17.65,22.22,4.58
ENSG00000135862,LAMC1,12,13,0.48,-0.52,70.59,72.22,1.63
ENSG00000157326,DHRS4,4,1,0.8,-0.2,23.53,5.56,17.97
ENSG00000132383,RPA1,2,2,0.5,-0.5,11.76,11.11,0.65
ENSG00000121653,MAPK8IP1,2,2,0.5,-0.5,11.76,11.11,0.65
ENSG00000143061,IGSF3,7,9,0.44,-0.56,41.18,50.0,8.82
ENSG00000157358,name not found,13,10,0.57,-0.43,76.47,55.56,20.92
ENSG00000122965,RBM19,3,3,0.5,-0.5,17.65,16.67,0.98
ENSG00000132326,PER2,4,3,0.57,-0.43,23.53,16.67,6.86
ENSG00000130935,NOL11,1,3,0.25,-0.75,5.88,16.67,10.78
ENSG00000129451,KLK10,2,2,0.5,-0.5,11.76,11.11,0.65
ENSG00000157741,UBN2,3,2,0.6,-0.4,17.65,11.11,6.54
ENSG00000137821,LRRC49,4,5,0.44,-0.56,23.53,27.78,4.25
ENSG00000132361,CLUH,8,4,0.67,-0.33,47.06,22.22,24.84
ENSG00000136699,SMPD4,5,6,0.45,-0.55,29.41,33.33,3.92
ENSG00000143226,FCGR2A,7,5,0.58,-0.42,41.18,27.78,13.4
ENSG00000158258,CLSTN2,4,1,0.8,-0.2,23.53,5.56,17.97
ENSG00000132561,MATN2,3,2,0.6,-0.4,17.65,11.11,6.54
ENSG00000130518,IQCN,1,3,0.25,-0.75,5.88,16.67,10.78
ENSG00000129518,EAPP,4,9,0.31,-0.69,23.53,50.0,26.47
ENSG00000136758,YME1L1,10,9,0.53,-0.47,58.82,50.0,8.82
ENSG00000136048,DRAM1,5,6,0.45,-0.55,29.41,33.33,3.92
ENSG00000158483,FAM86C1P,8,3,0.73,-0.27,47.06,16.67,30.39
ENSG00000125522,NPBWR2,4,4,0.5,-0.5,23.53,22.22,1.31
ENSG00000132781,MUTYH,2,3,0.4,-0.6,11.76,16.67,4.9
ENSG00000129535,NRL,2,2,0.5,-0.5,11.76,11.11,0.65
ENSG00000160117,ANKLE1,11,16,0.41,-0.59,64.71,88.89,24.18
ENSG00000138069,RAB1A,5,8,0.38,-0.62,29.41,44.44,15.03
ENSG00000114346,ECT2,6,3,0.67,-0.33,35.29,16.67,18.63
ENSG00000160190,SLC37A1,15,17,0.47,-0.53,88.24,94.44,6.21
ENSG00000160194,NDUFV3,4,1,0.8,-0.2,23.53,5.56,17.97
ENSG00000143702,CEP170,5,6,0.45,-0.55,29.41,33.33,3.92
ENSG00000132874,SLC14A2,1,4,0.2,-0.8,5.88,22.22,16.34
ENSG00000131864,USP29,2,2,0.5,-0.5,11.76,11.11,0.65
ENSG00000160216,AGPAT3,5,0,1.0,0.0,29.41,0.0,29.41
ENSG00000110888,CAPRIN2,2,2,0.5,-0.5,11.76,11.11,0.65
ENSG00000138468,SENP7,5,8,0.38,-0.62,29.41,44.44,15.03
ENSG00000144674,GOLGA4,1,4,0.2,-0.8,5.88,22.22,16.34
ENSG00000160223,ICOSLG,13,16,0.45,-0.55,76.47,88.89,12.42
ENSG00000133124,IRS4,0,4,0.0,-1.0,0.0,22.22,22.22
ENSG00000132849,PATJ,3,4,0.43,-0.57,17.65,22.22,4.58
ENSG00000132141,CCT6B,2,2,0.5,-0.5,11.76,11.11,0.65
ENSG00000144791,LIMD1,14,16,0.47,-0.53,82.35,88.89,6.54
ENSG00000160226,CFAP410,2,2,0.5,-0.5,11.76,11.11,0.65
ENSG00000138617,PARP16,2,7,0.22,-0.78,11.76,38.89,27.12
ENSG00000160299,PCNT,6,8,0.43,-0.57,35.29,44.44,9.15
ENSG00000133315,MACROD1,2,2,0.5,-0.5,11.76,11.11,0.65
ENSG00000123908,AGO2,4,1,0.8,-0.2,23.53,5.56,17.97
ENSG00000160321,ZNF208,13,11,0.54,-0.46,76.47,61.11,15.36
ENSG00000116704,SLC35D1,3,4,0.43,-0.57,17.65,22.22,4.58
ENSG00000136487,GH2,11,13,0.46,-0.54,64.71,72.22,7.52
ENSG00000145216,FIP1L1,3,5,0.38,-0.62,17.65,27.78,10.13
ENSG00000160447,PKN3,7,2,0.78,-0.22,41.18,11.11,30.07
ENSG00000139372,TDG,6,10,0.38,-0.62,35.29,55.56,20.26
ENSG00000132622,HSPA12B,1,3,0.25,-0.75,5.88,16.67,10.78
ENSG00000137713,PPP2R1B,5,4,0.56,-0.44,29.41,22.22,7.19
ENSG00000160957,RECQL4,6,9,0.4,-0.6,35.29,50.0,14.71
ENSG00000134070,IRAK2,5,4,0.56,-0.44,29.41,22.22,7.19
ENSG00000160959,LRRC14,4,5,0.44,-0.56,23.53,27.78,4.25
ENSG00000132670,PTPRA,0,4,0.0,-1.0,0.0,22.22,22.22
ENSG00000137809,ITGA11,5,0,1.0,0.0,29.41,0.0,29.41
ENSG00000160972,PPP1R16A,3,2,0.6,-0.4,17.65,11.11,6.54
ENSG00000123154,WDR83,4,0,1.0,0.0,23.53,0.0,23.53
ENSG00000137145,DENND4C,2,2,0.5,-0.5,11.76,11.11,0.65
ENSG00000161681,SHANK1,3,5,0.38,-0.62,17.65,27.78,10.13
ENSG00000123453,SARDH,7,1,0.88,-0.12,41.18,5.56,35.62
ENSG00000161714,PLCD3,4,1,0.8,-0.2,23.53,5.56,17.97
ENSG00000117751,PPP1R8,0,5,0.0,-1.0,0.0,27.78,27.78
ENSG00000140009,ESR2,2,7,0.22,-0.78,11.76,38.89,27.12
ENSG00000131650,KREMEN2,0,4,0.0,-1.0,0.0,22.22,22.22
ENSG00000162104,ADCY9,3,3,0.5,-0.5,17.65,16.67,0.98
